techs,2023,2025,2030,2035,2040,2045,2050
ac_CON_to_MUN,1,1,1,1,1,1,1
ac_CON_to_ULS,1,1,1,1,1,1,1
ac_LEI_to_CON,1,1,1,1,1,1,1
ac_LEI_to_ULS,1,1,1,1,1,1,1
ac_LEI_to_MUN,1,1,1,1,1,1,1
ac_MUN_to_EUC,1,1,1,1,1,1,1
ac_ULS_to_UKC,1,1,1,1,1,1,1
