techs,parameters,2023,2025,2030,2035,2040,2045,2050
waste,flow_out_max_sum,510905900,510905900,563333940,592222860,592222860,592222860,592222860
bioenergy_lc,flow_out_max_sum,2142246000,2142246000,2209583700,3040663500,3040663500,3040663500,3040663500
bioenergy,flow_out_max_sum,2550459000,2550459000,4448823900,6990560400,6990560400,6990560400,6990560400
bioenergy_hc,flow_out_max_sum,648954000,648954000,670585800,678610500,678610500,678610500,678610500
