reference,https://zenodo.org/records/3949553,,,
comment,Combined hydro basin and RoR weighted by capacity of each plant CON assumedsame as ULS,,,
nodes,CON,LEI,MUN,ULS
techs,hydropower,hydropower,hydropower,hydropower
parameters,source_use_equals,source_use_equals,source_use_equals,source_use_equals
timesteps,,,,
2016/01/05 04:00,0.898528507,1,1,0.898528507
2016/01/05 05:00,0.899530743,1,1,0.899530743
2016/01/05 06:00,0.903694626,1,1,0.903694626
2016/01/05 07:00,0.889549965,1,1,0.889549965
2016/01/05 08:00,0.889242468,1,1,0.889242468
2016/01/05 09:00,0.889555899,1,1,0.889555899
2016/01/05 10:00,0.88977485,1,1,0.88977485
2016/01/05 11:00,0.889286482,1,1,0.889286482
2016/01/05 12:00,0.889664547,1,1,0.889664547
2016/01/05 13:00,0.891836052,1,1,0.891836052
2016/01/05 14:00,0.892447626,1,1,0.892447626
2016/01/05 15:00,0.890767526,1,1,0.890767526
2016/01/05 16:00,0.890508999,1,1,0.890508999
2016/01/05 17:00,0.891595088,1,1,0.891595088
2016/01/05 18:00,0.889827701,1,1,0.889827701
2016/01/05 19:00,0.888211649,1,1,0.888211649
2016/01/05 20:00,0.888211649,1,1,0.888211649
2016/01/05 21:00,0.888145232,1,1,0.888145232
2016/01/05 22:00,0.887385175,1,1,0.887385175
2016/01/05 23:00,0.887385175,1,1,0.887385175
2016/01/06 00:00,0.887385175,1,1,0.887385175
2016/01/06 01:00,0.887357231,1,1,0.887357231
2016/01/06 02:00,0.887890257,1,1,0.887890257
2016/01/06 03:00,0.887890257,1,1,0.887890257
2016/01/06 04:00,0.887786971,1,1,0.887786971
2016/01/06 05:00,0.887128701,1,1,0.887128701
2016/01/06 06:00,0.886788023,1,1,0.886788023
2016/01/06 07:00,0.887443508,1,1,0.887443508
2016/01/06 08:00,0.887368349,1,1,0.887368349
2016/01/06 09:00,0.887366717,1,1,0.887366717
2016/01/06 10:00,0.887238177,1,1,0.887238177
2016/01/06 11:00,0.887082854,1,1,0.887082854
2016/01/06 12:00,0.886706632,1,1,0.886706632
2016/01/06 13:00,0.886531066,1,1,0.886531066
2016/01/06 14:00,0.886305576,1,1,0.886305576
2016/01/06 15:00,0.88574971,1,1,0.88574971
2016/01/06 16:00,0.886401429,1,1,0.886401429
2016/01/06 17:00,0.888896802,1,1,0.888896802
2016/01/06 18:00,0.89928049,1,1,0.89928049
2016/01/06 19:00,0.928536761,1,1,0.928536761
2016/01/06 20:00,0.99527971,1,1,0.99527971
2016/01/06 21:00,1,1,1,1
2016/01/06 22:00,1,1,1,1
2016/01/06 23:00,1,1,1,1
2016/01/07 00:00,1,1,1,1
2016/01/07 01:00,1,1,1,1
2016/01/07 02:00,1,1,1,1
2016/01/07 03:00,1,1,1,1
2016/01/07 04:00,0.96726333,1,1,0.96726333
